result,about,count,matchup,pitchIndex,actionIndex,runnerIndex,runners,playEvents,playEndTime,atBatIndex
"{'type': 'atBat', 'event': 'Groundout', 'eventType': 'field_out', 'description': 'Corbin Carroll grounds out, catcher Will Smith to first baseman Freddie Freeman.', 'rbi': 0, 'awayScore': 0, 'homeScore': 0, 'isOut': True}","{'atBatIndex': 0, 'halfInning': 'top', 'isTopInning': True, 'inning': 1, 'startTime': '2024-07-03T02:10:15.042Z', 'endTime': '2024-07-03T02:10:43.843Z', 'isComplete': True, 'isScoringPlay': False, 'hasReview': False, 'hasOut': True, 'captivatingIndex': 0}","{'balls': 0, 'strikes': 1, 'outs': 1}","{'batter': {'id': 682998, 'fullName': 'Corbin Carroll'}, 'batSide': {'code': 'L', 'description': 'Left'}, 'pitcher': {'id': 676272, 'fullName': 'Bobby Miller'}, 'pitchHand': {'code': 'R', 'description': 'Right'}, 'batterHotColdZones': [], 'pitcherHotColdZones': [], 'splits': {'batter': 'vs_RHP', 'pitcher': 'vs_LHB', 'menOnBase': 'Empty'}}","[3, 4]","[0, 1, 2]",[0],"[{'movement': {'originBase': None, 'start': None, 'end': None, 'outBase': '1B', 'isOut': True, 'outNumber': 1}, 'details': {'event': 'Groundout', 'eventType': 'field_out', 'movementReason': None, 'runner': {'id': 682998, 'fullName': 'Corbin Carroll'}, 'responsiblePitcher': None, 'isScoringEvent': False, 'rbi': False, 'earned': False, 'teamUnearned': False, 'playIndex': 4}, 'credits': [{'player': {'id': 669257}, 'position': {'code': '2', 'name': 'Catcher', 'type': 'Catcher', 'abbreviation': 'C'}, 'credit': 'f_assist'}, {'player': {'id': 518692}, 'position': {'code': '3', 'name': 'First Base', 'type': 'Infielder', 'abbreviation': '1B'}, 'credit': 'f_putout'}]}]","[{'details': {'description': 'Status Change - Pre-Game', 'event': 'Game Advisory', 'eventType': 'game_advisory', 'awayScore': 0, 'homeScore': 0, 'isScoringPlay': False, 'isOut': False, 'hasReview': False}, 'count': {'balls': 0, 'strikes': 0, 'outs': 0}, 'index': 0, 'startTime': '2024-07-03T00:53:51.945Z', 'endTime': '2024-07-03T01:49:06.981Z', 'isPitch': False, 'type': 'action', 'player': {'id': 682998}}, {'details': {'description': 'Status Change - Warmup', 'event': 'Game Advisory', 'eventType': 'game_advisory', 'awayScore': 0, 'homeScore': 0, 'isScoringPlay': False, 'isOut': False, 'hasReview': False}, 'count': {'balls': 0, 'strikes': 0, 'outs': 0}, 'index': 1, 'startTime': '2024-07-03T01:49:06.981Z', 'endTime': '2024-07-03T02:08:31.090Z', 'isPitch': False, 'type': 'action', 'player': {'id': 682998}}, {'details': {'description': 'Status Change - In Progress', 'event': 'Game Advisory', 'eventType': 'game_advisory', 'awayScore': 0, 'homeScore': 0, 'isScoringPlay': False, 'isOut': False, 'hasReview': False}, 'count': {'balls': 0, 'strikes': 0, 'outs': 0}, 'index': 2, 'startTime': '2024-07-03T02:08:31.090Z', 'endTime': '2024-07-03T02:10:17.392Z', 'isPitch': False, 'type': 'action', 'player': {'id': 682998}}, {'details': {'call': {'code': 'F', 'description': 'Foul'}, 'description': 'Foul', 'code': 'F', 'ballColor': 'rgba(170, 21, 11, 1.0)', 'trailColor': 'rgba(188, 0, 33, 1.0)', 'isInPlay': False, 'isStrike': True, 'isBall': False, 'type': {'code': 'FF', 'description': 'Four-Seam Fastball'}, 'isOut': False, 'hasReview': False}, 'count': {'balls': 0, 'strikes': 1, 'outs': 0}, 'pitchData': {'startSpeed': 97.3, 'endSpeed': 88.8, 'strikeZoneTop': 3.09004365084541, 'strikeZoneBottom': 1.43011102938351, 'coordinates': {'aY': 32.63987856149801, 'aZ': -12.564560522884198, 'pfxX': -5.0099261786894935, 'pfxZ': 9.72856180087981, 'pX': 0.5153674049918032, 'pZ': 1.5822669956644673, 'vX0': 7.4591891799433725, 'vY0': -141.18947880534253, 'vZ0': -9.316863242419384, 'x': 97.36, 'y': 196.06, 'x0': -1.5118843223635636, 'y0': 50.00325775920013, 'z0': 5.736954989550574, 'aX': -10.09898856443188}, 'breaks': {'breakAngle': 30, 'breakLength': 3.6, 'breakY': 24, 'breakVertical': -13.3, 'breakVerticalInduced': 15.8, 'breakHorizontal': 7.6, 'spinRate': 2304, 'spinDirection': 212}, 'zone': 9, 'typeConfidence': 0.91, 'plateTime': 0.38817687450670224, 'extension': 6.778786064389552}, 'index': 3, 'playId': 'c98e24a9-3382-482f-9675-8f73941874d2', 'pitchNumber': 1, 'startTime': '2024-07-03T02:10:17.392Z', 'endTime': '2024-07-03T02:10:20.392Z', 'isPitch': True, 'type': 'pitch'}, {'details': {'call': {'code': 'X', 'description': 'In play, out(s)'}, 'description': 'In play, out(s)', 'code': 'X', 'ballColor': 'rgba(26, 86, 190, 1.0)', 'trailColor': 'rgba(188, 0, 33, 1.0)', 'isInPlay': True, 'isStrike': False, 'isBall': False, 'type': {'code': 'FF', 'description': 'Four-Seam Fastball'}, 'isOut': True, 'hasReview': False}, 'count': {'balls': 0, 'strikes': 1, 'outs': 0}, 'pitchData': {'startSpeed': 97.3, 'endSpeed': 88.8, 'strikeZoneTop': 3.09, 'strikeZoneBottom': 1.43, 'coordinates': {'aY': 32.864594565198274, 'aZ': -12.052609040957833, 'pfxX': -5.81648511212785, 'pfxZ': 9.917147842919423, 'pX': -1.016417089955273, 'pZ': 3.314981992530156, 'vX0': 4.167414328261705, 'vY0': -141.66323667172068, 'vZ0': -4.848018452517502, 'x': 155.74, 'y': 149.28, 'x0': -1.7521080503406719, 'y0': 50.004004407597975, 'z0': 5.821257552568108, 'aX': -11.803196093604924}, 'breaks': {'breakAngle': 39.6, 'breakLength': 3.6, 'breakY': 24, 'breakVertical': -11.8, 'breakVerticalInduced': 17.2, 'breakHorizontal': 9.7, 'spinRate': 2377, 'spinDirection': 212}, 'zone': 11, 'typeConfidence': 0.92, 'plateTime': 0.3868809914040421, 'extension': 6.679558298905225}, 'hitData': {'launchAngle': -87, 'totalDistance': 2, 'trajectory': 'ground_ball', 'hardness': 'medium', 'location': '2', 'coordinates': {'coordX': 124.95, 'coordY': 197.16}}, 'index': 4, 'playId': '21e15e28-3042-4efb-86e2-eae79a391bd4', 'pitchNumber': 2, 'startTime': '2024-07-03T02:10:35.320Z', 'endTime': '2024-07-03T02:10:43.843Z', 'isPitch': True, 'type': 'pitch'}]",2024-07-03T02:10:43.843Z,0
"{'type': 'atBat', 'event': 'Walk', 'eventType': 'walk', 'description': 'Ketel Marte walks.', 'rbi': 0, 'awayScore': 0, 'homeScore': 0, 'isOut': False}","{'atBatIndex': 1, 'halfInning': 'top', 'isTopInning': True, 'inning': 1, 'startTime': '2024-07-03T02:11:00.356Z', 'endTime': '2024-07-03T02:12:38.282Z', 'isComplete': True, 'isScoringPlay': False, 'hasReview': False, 'hasOut': False, 'captivatingIndex': 0}","{'balls': 4, 'strikes': 2, 'outs': 1}","{'batter': {'id': 606466, 'fullName': 'Ketel Marte'}, 'batSide': {'code': 'L', 'description': 'Left'}, 'pitcher': {'id': 676272, 'fullName': 'Bobby Miller'}, 'pitchHand': {'code': 'R', 'description': 'Right'}, 'postOnFirst': {'id': 606466, 'fullName': 'Ketel Marte'}, 'batterHotColdZones': [], 'pitcherHotColdZones': [], 'splits': {'batter': 'vs_RHP', 'pitcher': 'vs_LHB', 'menOnBase': 'Men_On'}}","[0, 1, 2, 3, 5, 6]",[],[0],"[{'movement': {'originBase': None, 'start': None, 'end': '1B', 'outBase': None, 'isOut': False, 'outNumber': None}, 'details': {'event': 'Walk', 'eventType': 'walk', 'movementReason': None, 'runner': {'id': 606466, 'fullName': 'Ketel Marte'}, 'responsiblePitcher': None, 'isScoringEvent': False, 'rbi': False, 'earned': False, 'teamUnearned': False, 'playIndex': 6}, 'credits': []}]","[{'details': {'call': {'code': 'C', 'description': 'Called Strike'}, 'description': 'Called Strike', 'code': 'C', 'ballColor': 'rgba(170, 21, 11, 1.0)', 'trailColor': 'rgba(0, 34, 255, 1.0)', 'isInPlay': False, 'isStrike': True, 'isBall': False, 'type': {'code': 'CU', 'description': 'Curveball'}, 'isOut': False, 'hasReview': False}, 'count': {'balls': 0, 'strikes': 1, 'outs': 1}, 'pitchData': {'startSpeed': 78.9, 'endSpeed': 72.3, 'strikeZoneTop': 3.57884803851402, 'strikeZoneBottom': 1.71933831086596, 'coordinates': {'aY': 23.50996256782737, 'aZ': -44.51079594086976, 'pfxX': 7.048556108433708, 'pfxZ': -9.35556514541563, 'pX': -0.034928288340046444, 'pZ': 2.6478573780186787, 'vX0': 1.9099121742505896, 'vY0': -114.76045810298373, 'vZ0': 1.8828982320623329, 'x': 118.33, 'y': 167.29, 'x0': -1.7960330459921763, 'y0': 50.00412647522387, 'z0': 6.190308156461213, 'aX': 9.293194345396229}, 'breaks': {'breakAngle': 12, 'breakLength': 14.4, 'breakY': 24, 'breakVertical': -60.4, 'breakVerticalInduced': -16.1, 'breakHorizontal': -13.2, 'spinRate': 2710, 'spinDirection': 34}, 'zone': 5, 'typeConfidence': 0.9, 'plateTime': 0.4793926531366788, 'extension': 6.630603022600366}, 'index': 0, 'playId': '97aeabfa-5ef6-4a96-8a80-8c2d2574533a', 'pitchNumber': 1, 'startTime': '2024-07-03T02:11:06.061Z', 'endTime': '2024-07-03T02:11:10.118Z', 'isPitch': True, 'type': 'pitch'}, {'details': {'call': {'code': 'F', 'description': 'Foul'}, 'description': 'Foul', 'code': 'F', 'ballColor': 'rgba(170, 21, 11, 1.0)', 'trailColor': 'rgba(188, 0, 33, 1.0)', 'isInPlay': False, 'isStrike': True, 'isBall': False, 'type': {'code': 'FF', 'description': 'Four-Seam Fastball'}, 'isOut': False, 'hasReview': False}, 'count': {'balls': 0, 'strikes': 2, 'outs': 1}, 'pitchData': {'startSpeed': 97.9, 'endSpeed': 89.7, 'strikeZoneTop': 3.67, 'strikeZoneBottom': 1.72, 'coordinates': {'aY': 31.66918002571293, 'aZ': -11.22602651719267, 'pfxX': -4.252263698858364, 'pfxZ': 10.154407243310038, 'pX': -0.14484099965767036, 'pZ': 3.4376386973023676, 'vX0': 5.46466413699647, 'vY0': -142.47453492677607, 'vZ0': -5.040154461370734, 'x': 122.52, 'y': 145.96, 'x0': -1.53213482161502, 'y0': 50.003599835280774, 'z0': 5.9344924775848575, 'aX': -8.773241429525129}, 'breaks': {'breakAngle': 31.2, 'breakLength': 2.4, 'breakY': 24, 'breakVertical': -10.9, 'breakVerticalInduced': 17.6, 'breakHorizontal': 6.6, 'spinRate': 2279, 'spinDirection': 214}, 'zone': 2, 'typeConfidence': 0.91, 'plateTime': 0.38393541634060746, 'extension': 6.687069356689674}, 'index': 1, 'playId': 'a61e6bd2-3d36-4b44-8d02-c077ef2844fa', 'pitchNumber': 2, 'startTime': '2024-07-03T02:11:20.722Z', 'endTime': '2024-07-03T02:11:24.119Z', 'isPitch': True, 'type': 'pitch'}, {'details': {'call': {'code': 'B', 'description': 'Ball'}, 'description': 'Ball', 'code': 'B', 'ballColor': 'rgba(39, 161, 39, 1.0)', 'trailColor': 'rgba(0, 0, 254, 1.0)', 'isInPlay': False, 'isStrike': False, 'isBall': True, 'type': {'code': 'SL', 'description': 'Slider'}, 'isOut': False, 'hasReview': False}, 'count': {'balls': 1, 'strikes': 2, 'outs': 1}, 'pitchData': {'startSpeed': 87.8, 'endSpeed': 81.8, 'strikeZoneTop': 3.43559022916862, 'strikeZoneBottom': 1.70099278253617, 'coordinates': {'aY': 23.54688710733836, 'aZ': -33.30939636567624, 'pfxX': 3.9559138732828365, 'pfxZ': -0.6760245863936492, 'pX': -0.7885759666848645, 'pZ': 1.7379383446113597, 'vX0': 1.2290738084743853, 'vY0': -127.93506055068292, 'vZ0': -3.7053151668835094, 'x': 147.06, 'y': 191.86, 'x0': -1.787865543994781, 'y0': 50.00323641779252, 'z0': 5.784001440423068, 'aX': 6.6331422584075055}, 'breaks': {'breakAngle': 10.8, 'breakLength': 8.4, 'breakY': 24, 'breakVertical': -36.8, 'breakVerticalInduced': -1.8, 'breakHorizontal': -7.4, 'spinRate': 2411, 'spinDirection': 116}, 'zone': 7, 'typeConfidence': 0.91, 'plateTime': 0.4262648976490846, 'extension': 6.918877511910896}, 'index': 2, 'playId': 'd4e72be9-2298-4c8c-8bde-aa3a3fcfaa12', 'pitchNumber': 3, 'startTime': '2024-07-03T02:11:40.145Z', 'endTime': '2024-07-03T02:11:44.921Z', 'isPitch': True, 'type': 'pitch'}, {'details': {'call': {'code': 'B', 'description': 'Ball'}, 'description': 'Ball', 'code': 'B', 'ballColor': 'rgba(39, 161, 39, 1.0)', 'trailColor': 'rgba(50, 0, 221, 1.0)', 'isInPlay': False, 'isStrike': False, 'isBall': True, 'type': {'code': 'SI', 'description': 'Sinker'}, 'isOut': False, 'hasReview': False}, 'count': {'balls': 2, 'strikes': 2, 'outs': 1}, 'pitchData': {'startSpeed': 97.8, 'endSpeed': 89.4, 'strikeZoneTop': 3.67659126280001, 'strikeZoneBottom': 1.72238446279614, 'coordinates': {'aY': 32.15550025061371, 'aZ': -17.570888063829642, 'pfxX': -6.367374931771664, 'pfxZ': 7.1031628183959175, 'pX': 0.015007716208342776, 'pZ': 4.258246391333712, 'vX0': 6.569512869409111, 'vY0': -142.33850697871512, 'vZ0': -1.6551069560265474, 'x': 116.43, 'y': 123.81, 'x0': -1.493777447312253, 'y0': 50.00054253180809, 'z0': 5.957866429946025, 'aX': -13.086285231683918}, 'breaks': {'breakAngle': 32.4, 'breakLength': 4.8, 'breakY': 24, 'breakVertical': -15.8, 'breakVerticalInduced': 12.7, 'breakHorizontal': 10.2, 'spinRate': 2250, 'spinDirection': 207}, 'zone': 12, 'typeConfidence': 0.63, 'plateTime': 0.3845697983134593, 'extension': 6.604861310960205}, 'index': 3, 'playId': '13a61856-0fe9-4165-a819-5feed39b3d5a', 'pitchNumber': 4, 'startTime': '2024-07-03T02:11:58.632Z', 'endTime': '2024-07-03T02:12:02.200Z', 'isPitch': True, 'type': 'pitch'}, {'details': {'description': 'Batter Timeout.', 'event': 'Batter Timeout', 'eventType': 'batter_timeout', 'awayScore': 0, 'homeScore': 0, 'isScoringPlay': False, 'isOut': False, 'hasReview': False}, 'count': {'balls': 2, 'strikes': 2, 'outs': 1}, 'index': 4, 'startTime': '2024-07-03T02:12:09.194Z', 'endTime': '2024-07-03T02:12:18.142Z', 'isPitch': False, 'type': 'action', 'player': {'id': 606466}}, {'details': {'call': {'code': 'B', 'description': 'Ball'}, 'description': 'Ball', 'code': 'B', 'ballColor': 'rgba(39, 161, 39, 1.0)', 'trailColor': 'rgba(0, 85, 254, 1.0)', 'isInPlay': False, 'isStrike': False, 'isBall': True, 'type': {'code': 'CH', 'description': 'Changeup'}, 'isOut': False, 'hasReview': False}, 'count': {'balls': 3, 'strikes': 2, 'outs': 1}, 'pitchData': {'startSpeed': 87.3, 'endSpeed': 80, 'strikeZoneTop': 3.66548166492773, 'strikeZoneBottom': 1.68992567071897, 'coordinates': {'aY': 27.15041823329143, 'aZ': -24.132230214415305, 'pfxX': -10.77295553895506, 'pfxZ': 4.96552119624467, 'pX': 0.20681309668044262, 'pZ': 0.36399604932694407, 'vX0': 7.316474824306437, 'vY0': -126.75345321298659, 'vZ0': -8.395258570432235, 'x': 109.12, 'y': 228.95, 'x0': -1.32497725164536, 'y0': 50.000455275594504, 'z0': 5.661144592413803, 'aX': -17.43729458505674}, 'breaks': {'breakAngle': 31.2, 'breakLength': 7.2, 'breakY': 24, 'breakVertical': -29, 'breakVerticalInduced': 7.2, 'breakHorizontal': 17.8, 'spinRate': 2357, 'spinDirection': 241}, 'zone': 14, 'typeConfidence': 0.89, 'plateTime': 0.43297089226161267, 'extension': 6.698387319872862}, 'index': 5, 'playId': '91edf920-e578-4fd4-90b9-f6a9e735bef6', 'pitchNumber': 5, 'startTime': '2024-07-03T02:12:18.142Z', 'endTime': '2024-07-03T02:12:21.468Z', 'isPitch': True, 'type': 'pitch'}, {'details': {'call': {'code': 'B', 'description': 'Ball'}, 'description': 'Ball', 'code': 'B', 'ballColor': 'rgba(39, 161, 39, 1.0)', 'trailColor': 'rgba(0, 85, 254, 1.0)', 'isInPlay': False, 'isStrike': False, 'isBall': True, 'type': {'code': 'CH', 'description': 'Changeup'}, 'isOut': False, 'hasReview': False}, 'count': {'balls': 4, 'strikes': 2, 'outs': 1}, 'pitchData': {'startSpeed': 85, 'endSpeed': 77.9, 'strikeZoneTop': 3.58155311643415, 'strikeZoneBottom': 1.69085348102769, 'coordinates': {'aY': 24.955080971553286, 'aZ': -27.321487341421932, 'pfxX': -10.44436905484488, 'pfxZ': 3.1291129513806144, 'pX': -1.4727103723669384, 'pZ': 3.1923162630412967, 'vX0': 3.519610545646213, 'vY0': -123.81701706219516, 'vZ0': -0.9217612989553398, 'x': 173.14, 'y': 152.59, 'x0': -1.5565030388264214, 'y0': 50.003147410514906, 'z0': 5.857707775703339, 'aX': -16.200277782319915}, 'breaks': {'breakAngle': 30, 'breakLength': 8.4, 'breakY': 24, 'breakVertical': -32.2, 'breakVerticalInduced': 5.6, 'breakHorizontal': 18.1, 'spinRate': 2262, 'spinDirection': 253}, 'zone': 11, 'typeConfidence': 0.9, 'plateTime': 0.4425386344972808, 'extension': 6.574986192054312}, 'index': 6, 'playId': '5a5be894-3871-4900-8757-47a488359922', 'pitchNumber': 6, 'startTime': '2024-07-03T02:12:34.891Z', 'endTime': '2024-07-03T02:12:38.282Z', 'isPitch': True, 'type': 'pitch'}]",2024-07-03T02:12:38.282Z,1
"{'type': 'atBat', 'event': 'Strikeout', 'eventType': 'strikeout', 'description': 'Joc Pederson strikes out swinging.', 'rbi': 0, 'awayScore': 0, 'homeScore': 0, 'isOut': True}","{'atBatIndex': 2, 'halfInning': 'top', 'isTopInning': True, 'inning': 1, 'startTime': '2024-07-03T02:12:50.953Z', 'endTime': '2024-07-03T02:13:51.798Z', 'isComplete': True, 'isScoringPlay': False, 'hasReview': False, 'hasOut': True, 'captivatingIndex': 14}","{'balls': 0, 'strikes': 3, 'outs': 2}","{'batter': {'id': 592626, 'fullName': 'Joc Pederson'}, 'batSide': {'code': 'L', 'description': 'Left'}, 'pitcher': {'id': 676272, 'fullName': 'Bobby Miller'}, 'pitchHand': {'code': 'R', 'description': 'Right'}, 'postOnFirst': {'id': 606466, 'fullName': 'Ketel Marte'}, 'batterHotColdZones': [], 'pitcherHotColdZones': [], 'splits': {'batter': 'vs_RHP', 'pitcher': 'vs_LHB', 'menOnBase': 'Men_On'}}","[0, 1, 2]",[],[0],"[{'movement': {'originBase': None, 'start': None, 'end': None, 'outBase': '1B', 'isOut': True, 'outNumber': 2}, 'details': {'event': 'Strikeout', 'eventType': 'strikeout', 'movementReason': None, 'runner': {'id': 592626, 'fullName': 'Joc Pederson'}, 'responsiblePitcher': None, 'isScoringEvent': False, 'rbi': False, 'earned': False, 'teamUnearned': False, 'playIndex': 2}, 'credits': [{'player': {'id': 669257}, 'position': {'code': '2', 'name': 'Catcher', 'type': 'Catcher', 'abbreviation': 'C'}, 'credit': 'f_putout'}]}]","[{'details': {'call': {'code': 'S', 'description': 'Swinging Strike'}, 'description': 'Swinging Strike', 'code': 'S', 'ballColor': 'rgba(170, 21, 11, 1.0)', 'trailColor': 'rgba(188, 0, 33, 1.0)', 'isInPlay': False, 'isStrike': True, 'isBall': False, 'type': {'code': 'FF', 'description': 'Four-Seam Fastball'}, 'isOut': False, 'hasReview': False}, 'count': {'balls': 0, 'strikes': 1, 'outs': 1}, 'pitchData': {'startSpeed': 97, 'endSpeed': 88.8, 'strikeZoneTop': 3.61, 'strikeZoneBottom': 1.76, 'coordinates': {'aY': 31.32165413936071, 'aZ': -11.692448532341055, 'pfxX': -4.864342508969021, 'pfxZ': 10.14047613538501, 'pX': 0.14706666866938378, 'pZ': 2.654754423989367, 'vX0': 6.501687675777746, 'vY0': -141.0351974532575, 'vZ0': -6.596782882433685, 'x': 111.39, 'y': 167.1, 'x0': -1.5533938113930617, 'y0': 50.0023278613604, 'z0': 5.774206499390682, 'aX': -9.824559577814295}, 'breaks': {'breakAngle': 32.4, 'breakLength': 3.6, 'breakY': 24, 'breakVertical': -11.9, 'breakVerticalInduced': 17.3, 'breakHorizontal': 7.6, 'spinRate': 2157, 'spinDirection': 213}, 'zone': 5, 'typeConfidence': 0.91, 'plateTime': 0.38799700478945676, 'extension': 7.040226231852029}, 'index': 0, 'playId': '69439b16-06c4-4851-97db-83e425505638', 'pitchNumber': 1, 'startTime': '2024-07-03T02:13:06.295Z', 'endTime': '2024-07-03T02:13:09.295Z', 'isPitch': True, 'type': 'pitch'}, {'details': {'call': {'code': 'C', 'description': 'Called Strike'}, 'description': 'Called Strike', 'code': 'C', 'ballColor': 'rgba(170, 21, 11, 1.0)', 'trailColor': 'rgba(188, 0, 33, 1.0)', 'isInPlay': False, 'isStrike': True, 'isBall': False, 'type': {'code': 'FF', 'description': 'Four-Seam Fastball'}, 'isOut': False, 'hasReview': False}, 'count': {'balls': 0, 'strikes': 2, 'outs': 1}, 'pitchData': {'startSpeed': 97.7, 'endSpeed': 89.7, 'strikeZoneTop': 3.67122948467129, 'strikeZoneBottom': 1.82933940698324, 'coordinates': {'aY': 31.636005405133055, 'aZ': -14.458225006631512, 'pfxX': -4.027529890060714, 'pfxZ': 8.639577719505771, 'pX': 0.18761530977148336, 'pZ': 1.6699670526856587, 'vX0': 5.754554672230062, 'vY0': -142.06276482064698, 'vZ0': -8.608743625659685, 'x': 109.85, 'y': 193.69, 'x0': -1.3381606223013414, 'y0': 50.00140360411486, 'z0': 5.652538698488134, 'aX': -8.256954428758075}, 'breaks': {'breakAngle': 22.8, 'breakLength': 3.6, 'breakY': 24, 'breakVertical': -14.5, 'breakVerticalInduced': 14.2, 'breakHorizontal': 6.1, 'spinRate': 2238, 'spinDirection': 209}, 'zone': 14, 'typeConfidence': 0.91, 'plateTime': 0.38512510090628327, 'extension': 6.87405620073558}, 'index': 1, 'playId': '7b94446e-b562-43b3-bb0c-d8a04c4efe57', 'pitchNumber': 2, 'startTime': '2024-07-03T02:13:27.432Z', 'endTime': '2024-07-03T02:13:32.121Z', 'isPitch': True, 'type': 'pitch'}, {'details': {'call': {'code': 'S', 'description': 'Swinging Strike'}, 'description': 'Swinging Strike', 'code': 'S', 'ballColor': 'rgba(170, 21, 11, 1.0)', 'trailColor': 'rgba(188, 0, 33, 1.0)', 'isInPlay': False, 'isStrike': True, 'isBall': False, 'type': {'code': 'FF', 'description': 'Four-Seam Fastball'}, 'isOut': True, 'hasReview': False}, 'count': {'balls': 0, 'strikes': 3, 'outs': 1}, 'pitchData': {'startSpeed': 97.7, 'endSpeed': 89.4, 'strikeZoneTop': 3.61, 'strikeZoneBottom': 1.76, 'coordinates': {'aY': 32.25121491805779, 'aZ': -12.544688352808196, 'pfxX': -6.349088079836963, 'pfxZ': 9.583801779789493, 'pX': -0.017481065439854226, 'pZ': 2.8825629431399773, 'vX0': 5.9046926384191245, 'vY0': -142.14749390480046, 'vZ0': -6.0880531815330015, 'x': 117.67, 'y': 160.95, 'x0': -1.2956418279307762, 'y0': 50.005278432078846, 'z0': 5.846855714171384, 'aX': -13.008847233986591}, 'breaks': {'breakAngle': 39.6, 'breakLength': 3.6, 'breakY': 24, 'breakVertical': -12.4, 'breakVerticalInduced': 16.3, 'breakHorizontal': 10.3, 'spinRate': 2273, 'spinDirection': 210}, 'zone': 5, 'typeConfidence': 0.77, 'plateTime': 0.38515652808479883, 'extension': 6.7704806440264145}, 'index': 2, 'playId': '42e7c818-92f2-4b96-a522-4aed03eff169', 'pitchNumber': 3, 'startTime': '2024-07-03T02:13:48.798Z', 'endTime': '2024-07-03T02:13:51.798Z', 'isPitch': True, 'type': 'pitch'}]",2024-07-03T02:13:51.798Z,2
